Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,13,23:00,9.23,0,0.0,325.1,61.48,0,0.0,325.35,127.04,0,0.0,346.6,73.17,0,0.0,328.01
August,13,23:30,7.74,0,0.0,302.38,46.94,0,0.0,333.23,100.34,0,0.0,339.21,58.28,0,0.0,316.15
August,14,0:00,4.38,0,0.0,292.15,31.28,0,0.0,327.23,67.71,0,0.0,351.56,39.94,0,0.0,360.56
August,14,0:30,2.74,0,0.0,325.52,20.55,0,0.0,317.34,53.09,0,0.0,337.25,28.69,0,0.0,369.02
August,14,1:00,2.46,0,0.0,303.02,9.87,0,0.0,321.82,39.02,0,0.0,329.22,19.46,0,0.0,379.17
August,14,1:30,1.52,0,0.0,400.46,6.65,0,0.0,342.34,26.52,0,0.0,366.92,17.33,0,0.0,333.72
August,14,2:00,1.75,0,0.0,338.09,3.67,0,0.0,381.26,18.54,0,0.0,259.18,12.84,0,0.0,340.23
August,14,2:30,0.96,0,0.0,270.62,3.42,0,0.0,431.65,15.04,0,0.0,227.47,9.04,0,0.0,292.82
August,14,3:00,1.17,0,0.0,429.09,2.12,0,0.0,335.34,9.88,0,0.0,312.84,1.57,0,0.0,391.61
August,14,3:30,1.91,0,0.0,301.34,3.58,0,0.0,483.66,10.99,0,0.0,350.47,0.11,0,0.0,333.64
August,14,4:00,1.31,0,0.0,318.42,1.96,0,0.0,387.76,11.06,0,0.0,316.83,0.33,0,0.0,453.23
August,14,4:30,0.95,0,0.0,346.69,1.47,0,0.0,377.14,10.53,0,0.0,315.04,0.43,0,0.0,292.03
August,14,5:00,1.17,0,0.0,238.33,2.46,0,0.0,312.8,13.51,0,0.0,291.79,0.32,0,0.0,205.54
August,14,5:30,1.82,0,0.0,327.34,3.05,0,0.0,267.96,16.99,0,0.0,296.57,0.77,0,0.0,380.77
August,14,6:00,2.67,0,0.0,265.15,4.31,0,0.0,248.4,28.82,0,0.0,308.23,12.17,0,0.0,249.72
August,14,6:30,4.26,0,0.0,323.9,6.55,0,0.0,407.53,53.04,0,0.0,293.68,23.24,0,0.0,275.75
August,14,7:00,9.33,1,0.0578,342.18,22.85,1,0.0228,288.79,92.78,1,0.0079,274.94,36.74,0,0.0088,282.75
August,14,7:30,13.59,0,0.0261,307.92,38.13,2,0.0407,300.88,145.33,2,0.0115,275.59,65.1,0,0.0064,273.19
August,14,8:00,43.57,0,0.0108,294.82,76.0,1,0.014,314.28,266.42,2,0.006,308.95,122.77,1,0.0058,285.96
August,14,8:30,76.56,1,0.0145,325.69,120.61,2,0.0158,323.37,382.85,3,0.0068,321.31,185.37,1,0.0076,307.54
August,14,9:00,109.56,1,0.0068,325.29,188.66,2,0.0121,325.45,531.6,3,0.0059,330.48,254.57,2,0.0069,314.11
August,14,9:30,135.43,1,0.0066,325.24,226.81,3,0.0134,336.68,676.13,6,0.0095,336.67,301.56,3,0.0097,321.33
August,14,10:00,161.69,1,0.0078,315.46,270.23,3,0.0105,339.53,793.45,6,0.0078,345.21,360.53,3,0.0073,330.55
August,14,10:30,190.0,1,0.0072,326.91,317.83,7,0.0221,354.95,872.88,9,0.0102,354.44,393.76,4,0.0092,331.96
August,14,11:00,204.7,1,0.0062,327.33,331.82,5,0.0145,357.08,924.92,8,0.0086,355.75,436.05,3,0.0064,337.62
August,14,11:30,210.19,2,0.0078,328.32,364.23,8,0.0209,350.34,967.49,11,0.0118,358.79,441.25,2,0.0052,341.5
August,14,12:00,207.24,1,0.0058,324.44,397.06,6,0.0144,358.01,946.09,8,0.0084,365.91,455.18,3,0.0061,336.01
August,14,12:30,216.5,2,0.0071,316.96,395.66,6,0.0158,364.67,965.32,14,0.0147,362.9,455.46,4,0.008,334.75
August,14,13:00,207.93,1,0.0067,325.25,402.33,7,0.0162,356.25,939.73,10,0.0104,368.89,460.78,4,0.009,340.21
August,14,13:30,207.97,2,0.0074,336.59,411.9,9,0.0217,356.24,945.75,8,0.0087,363.19,460.27,4,0.0086,344.46
August,14,14:00,217.58,1,0.0069,341.16,441.21,6,0.0133,356.33,958.66,9,0.0095,361.76,496.42,4,0.0087,347.78
August,14,14:30,218.96,1,0.0055,338.42,448.51,7,0.0164,359.14,978.39,14,0.0147,370.33,489.45,5,0.0093,351.29
August,14,15:00,217.66,2,0.0074,344.64,434.65,5,0.0121,362.66,947.63,6,0.0064,366.54,483.97,3,0.0059,349.25
August,14,15:30,210.78,2,0.0117,339.74,437.58,7,0.0153,365.12,957.24,7,0.0069,366.87,483.23,3,0.0068,345.73
August,14,16:00,213.38,2,0.0095,338.18,429.1,5,0.0122,360.3,930.77,6,0.0066,369.57,489.08,3,0.0058,342.1
August,14,16:30,207.77,1,0.0067,334.76,416.05,5,0.0122,361.75,900.07,6,0.0062,378.27,461.11,3,0.0057,349.98
August,14,17:00,186.39,1,0.0069,333.01,391.39,4,0.0114,362.0,859.84,6,0.0075,368.11,433.18,2,0.0055,351.86
August,14,17:30,159.68,1,0.0068,338.25,377.03,4,0.0114,364.52,801.51,7,0.009,366.62,403.43,2,0.0055,343.43
August,14,18:00,139.85,1,0.0059,336.47,358.61,5,0.014,358.17,727.5,9,0.0122,372.89,368.74,2,0.0053,356.07
August,14,18:30,126.1,1,0.0059,322.27,325.14,5,0.0151,363.34,653.14,9,0.0142,377.13,334.75,2,0.0056,340.68
August,14,19:00,79.08,1,0.0064,350.04,288.8,4,0.0148,356.44,578.33,6,0.0108,369.36,313.45,3,0.0098,336.22
August,14,19:30,60.52,0,0.008,324.5,267.55,4,0.0143,357.56,520.34,9,0.0166,381.0,280.19,3,0.0113,345.81
August,14,20:00,48.68,0,0.0082,328.22,215.9,4,0.0169,368.86,442.83,9,0.0201,374.87,246.59,3,0.0129,338.7
August,14,20:30,40.31,0,0.0111,337.3,186.72,2,0.0119,349.16,391.83,4,0.0108,363.29,208.32,2,0.0096,333.83
August,14,21:00,30.28,0,0.0128,307.34,159.53,2,0.013,348.2,321.59,2,0.0055,368.75,167.27,2,0.0109,346.17
August,14,21:30,24.24,0,0.0098,334.45,122.67,1,0.01,341.32,262.14,1,0.0057,368.56,156.67,1,0.0055,325.85
August,14,22:00,18.83,0,0.0,316.67,100.1,0,0.0,340.34,210.66,0,0.0,342.31,115.8,0,0.0,351.82
August,14,22:30,13.61,0,0.0,306.17,75.18,0,0.0,326.92,161.19,0,0.0,337.59,94.45,0,0.0,331.63
August,14,23:00,10.1,0,0.0,358.37,58.5,0,0.0,339.9,122.46,0,0.0,342.39,70.28,0,0.0,337.82
August,14,23:30,9.14,0,0.0,329.91,42.24,0,0.0,332.57,99.78,0,0.0,348.48,56.58,0,0.0,341.25
August,15,0:00,4.94,0,0.0,370.56,28.97,0,0.0,326.97,71.36,0,0.0,365.89,40.58,0,0.0,355.15
August,15,0:30,3.73,0,0.0,356.38,21.76,0,0.0,301.22,48.36,0,0.0,328.72,28.53,0,0.0,320.3
August,15,1:00,2.67,0,0.0,329.63,9.53,0,0.0,441.02,37.23,0,0.0,336.78,20.52,0,0.0,399.86
August,15,1:30,2.66,0,0.0,353.08,5.85,0,0.0,266.3,25.64,0,0.0,310.94,15.8,0,0.0,333.67
August,15,2:00,1.71,0,0.0,240.66,4.41,0,0.0,397.5,16.61,0,0.0,336.78,10.95,0,0.0,359.49
August,15,2:30,1.17,0,0.0,395.47,3.19,0,0.0,451.89,18.23,0,0.0,340.56,8.66,0,0.0,326.29
August,15,3:00,1.51,0,0.0,238.79,3.47,0,0.0,316.99,11.09,0,0.0,375.92,2.71,0,0.0,445.65
August,15,3:30,1.47,0,0.0,229.22,2.47,0,0.0,441.28,12.93,0,0.0,421.86,0.86,0,0.0,288.79
August,15,4:00,1.27,0,0.0,361.39,2.37,0,0.0,329.32,11.71,0,0.0,296.0,0.81,0,0.0,407.0
August,15,4:30,1.24,0,0.0,362.56,3.24,0,0.0,207.93,12.23,0,0.0,357.26,0.7,0,0.0,469.64
August,15,5:00,1.36,0,0.0,270.49,2.84,0,0.0,293.79,15.9,0,0.0,315.25,0.63,0,0.0,427.58
August,15,5:30,1.63,0,0.0,241.54,3.59,0,0.0,307.43,17.29,0,0.0,343.61,1.02,0,0.0,292.81
August,15,6:00,2.22,0,0.0,291.99,4.87,0,0.0,316.9,32.53,0,0.0,285.76,10.56,0,0.0,273.86
August,15,6:30,3.51,0,0.0,319.04,5.97,0,0.0,370.94,51.54,0,0.0,272.88,24.26,0,0.0,275.87
August,15,7:00,8.67,2,0.2217,327.32,28.54,1,0.0408,259.73,87.58,2,0.0215,276.67,42.69,1,0.0135,275.66
August,15,7:30,13.38,2,0.1654,364.09,41.05,3,0.0655,302.22,142.98,4,0.0278,276.06,70.0,1,0.0129,303.69
August,15,8:00,40.11,1,0.0186,286.35,88.29,1,0.0135,290.88,268.72,4,0.0156,292.25,132.01,1,0.0103,290.5
August,15,8:30,69.49,1,0.0162,303.22,114.58,3,0.0238,321.47,385.28,6,0.0154,316.17,183.36,3,0.0163,309.47
August,15,9:00,102.24,2,0.0168,316.02,176.26,3,0.0194,328.59,552.69,8,0.0146,321.54,254.99,2,0.0091,308.82
August,15,9:30,130.16,2,0.0169,326.15,215.48,4,0.0191,339.26,693.09,16,0.0232,318.31,319.11,5,0.0162,326.15
August,15,10:00,141.79,2,0.0163,331.42,271.15,5,0.0192,342.7,785.96,23,0.0287,338.08,380.89,5,0.012,322.78
August,15,10:30,177.85,3,0.0175,333.92,303.27,10,0.0339,344.08,873.22,35,0.0399,342.63,410.11,7,0.0166,337.71
August,15,11:00,189.04,3,0.0135,330.74,333.3,9,0.0258,347.26,924.68,22,0.0233,350.12,435.73,6,0.0148,340.02
August,15,11:30,192.36,3,0.0139,335.56,365.32,15,0.042,363.92,973.17,22,0.0223,347.41,469.72,7,0.014,341.37
August,15,12:00,202.54,4,0.019,321.56,409.92,12,0.0285,354.46,979.72,37,0.0375,351.0,471.48,7,0.0144,334.83
August,15,12:30,199.38,4,0.0185,334.65,406.07,12,0.03,360.73,990.82,32,0.0318,354.87,486.44,5,0.0109,349.97
August,15,13:00,196.44,4,0.0201,346.94,417.53,10,0.023,351.8,969.06,24,0.0248,361.76,477.62,6,0.0128,345.52
August,15,13:30,201.17,3,0.0146,339.39,422.77,11,0.0266,351.03,972.04,28,0.0287,362.22,493.59,7,0.0137,347.87
August,15,14:00,198.03,3,0.015,332.35,447.14,13,0.0286,363.08,998.0,23,0.0231,361.31,506.99,7,0.0144,345.44
August,15,14:30,212.32,4,0.0166,340.79,455.42,14,0.0309,358.76,985.91,24,0.024,359.18,507.37,10,0.0203,352.99
August,15,15:00,202.42,4,0.0201,327.71,457.75,8,0.0166,364.73,972.62,26,0.0269,362.15,502.7,10,0.0202,353.63
August,15,15:30,210.71,5,0.0257,338.66,450.78,8,0.0181,354.37,967.72,61,0.0635,364.65,488.03,15,0.0305,348.58
August,15,16:00,200.7,3,0.0141,344.99,439.93,9,0.0193,374.07,959.23,35,0.0367,363.54,521.29,10,0.0188,354.24
August,15,16:30,190.51,3,0.014,347.15,421.08,9,0.0208,359.11,915.93,20,0.0217,365.96,493.05,6,0.0125,346.45
August,15,17:00,166.79,3,0.0176,341.01,403.53,9,0.022,362.85,859.92,17,0.0203,361.05,458.46,4,0.0094,361.32
August,15,17:30,145.13,3,0.0187,340.03,374.47,7,0.0186,368.53,781.66,16,0.0209,365.13,418.48,6,0.0133,346.93
August,15,18:00,130.46,2,0.0173,330.21,354.14,9,0.0242,368.65,691.85,14,0.0201,364.48,373.9,3,0.0087,343.21
August,15,18:30,106.52,2,0.0172,363.36,305.38,7,0.0213,356.88,624.89,10,0.016,366.51,329.31,3,0.0105,340.0
August,15,19:00,73.76,1,0.015,367.98,287.13,9,0.0306,358.66,554.36,11,0.0201,355.01,294.9,4,0.0127,344.72
August,15,19:30,53.01,1,0.0146,339.45,244.28,5,0.0221,339.09,484.05,10,0.0198,365.62,264.6,5,0.0173,347.04
August,15,20:00,40.95,1,0.0195,351.7,197.47,7,0.0345,349.67,397.5,13,0.0322,355.74,215.28,4,0.0199,341.69
August,15,20:30,33.44,1,0.0282,315.08,180.51,6,0.0336,359.71,338.96,6,0.0176,351.21,192.5,2,0.0126,328.12
August,15,21:00,23.22,1,0.0341,340.15,155.11,4,0.0233,345.38,286.13,4,0.0153,356.33,155.98,5,0.0344,350.97
August,15,21:30,16.94,0,0.0178,332.68,126.61,4,0.0278,329.8,234.7,3,0.0142,358.64,140.38,3,0.0242,354.37
August,15,22:00,15.74,0,0.0,328.38,89.85,0,0.0,344.83,184.02,0,0.0,352.59,109.23,0,0.0,340.69
August,15,22:30,10.96,0,0.0,392.37,77.05,0,0.0,315.62,146.01,0,0.0,349.83,87.25,0,0.0,332.49
August,15,23:00,8.16,0,0.0,336.06,53.87,0,0.0,332.08,111.35,0,0.0,334.69,66.85,0,0.0,326.02
August,15,23:30,6.29,0,0.0,256.54,45.04,0,0.0,327.16,87.18,0,0.0,310.87,52.27,0,0.0,323.3
August,16,0:00,6.09,0,0.0,418.0,32.52,0,0.0,311.8,66.07,0,0.0,327.68,38.68,0,0.0,334.95
August,16,0:30,5.07,0,0.0,394.23,21.23,0,0.0,348.77,50.18,0,0.0,328.94,25.07,0,0.0,351.2
August,16,1:00,3.67,0,0.0,430.2,7.58,0,0.0,432.7,36.74,0,0.0,318.63,21.12,0,0.0,353.08
August,16,1:30,1.56,0,0.0,316.64,3.97,0,0.0,316.76,31.59,0,0.0,328.73,13.82,0,0.0,335.61
August,16,2:00,1.51,0,0.0,323.63,4.55,0,0.0,358.73,19.19,0,0.0,316.16,9.63,0,0.0,349.62
August,16,2:30,1.62,0,0.0,311.95,2.99,0,0.0,388.7,14.04,0,0.0,347.84,5.65,0,0.0,425.89
August,16,3:00,1.13,0,0.0,334.76,2.91,0,0.0,345.83,10.48,0,0.0,348.95,2.05,0,0.0,460.63
August,16,3:30,0.76,0,0.0,403.38,3.04,0,0.0,225.35,11.45,0,0.0,308.18,0.28,0,0.0,260.69
August,16,4:00,1.05,0,0.0,287.78,1.76,0,0.0,345.11,9.71,0,0.0,384.34,0.19,0,0.0,339.06
August,16,4:30,1.03,0,0.0,218.71,2.03,0,0.0,331.03,10.5,0,0.0,296.87,0.34,0,0.0,364.37
August,16,5:00,1.02,0,0.0,491.01,2.49,0,0.0,270.96,10.59,0,0.0,438.83,0.3,0,0.0,316.08
August,16,5:30,0.76,0,0.0,185.28,2.23,0,0.0,276.77,13.21,0,0.0,312.24,0.47,0,0.0,545.48
August,16,6:00,1.67,0,0.0,287.22,2.6,0,0.0,465.07,18.34,0,0.0,278.01,7.95,0,0.0,274.59
August,16,6:30,2.13,0,0.0,307.36,6.17,0,0.0,409.42,33.96,0,0.0,272.35,13.79,0,0.0,313.34
August,16,7:00,5.22,0,0.0428,288.79,9.32,0,0.013,307.78,60.12,1,0.0189,267.1,25.63,0,0.0122,276.76
August,16,7:30,9.93,0,0.0407,325.09,16.52,0,0.0079,323.1,97.1,3,0.0268,263.77,39.7,0,0.0115,318.07
August,16,8:00,28.46,0,0.0085,273.47,29.64,0,0.0127,310.35,174.76,3,0.0146,276.63,71.28,0,0.0067,315.04
August,16,8:30,48.58,0,0.0069,307.86,39.24,1,0.0203,333.95,251.22,5,0.0215,301.6,104.53,1,0.0074,303.41
August,16,9:00,69.49,0,0.0063,303.1,103.87,1,0.0112,306.59,352.86,6,0.0169,296.97,155.66,2,0.0099,314.57
August,16,9:30,83.34,1,0.0087,296.78,143.31,2,0.0122,328.25,425.8,16,0.0386,318.2,196.02,2,0.0105,304.91
August,16,10:00,102.81,1,0.0074,313.14,179.04,2,0.0133,327.65,530.1,9,0.0162,315.73,231.66,2,0.0107,322.2
August,16,10:30,131.16,1,0.0074,317.61,207.29,5,0.0233,346.78,594.11,12,0.0201,329.51,269.66,6,0.0213,323.62
August,16,11:00,150.19,1,0.0077,321.61,239.0,3,0.0131,345.04,646.27,14,0.0212,331.88,305.1,4,0.0118,334.52
August,16,11:30,148.04,2,0.0107,311.9,272.28,5,0.0181,352.25,659.1,22,0.033,338.92,317.87,3,0.0103,335.8
August,16,12:00,164.06,3,0.0155,323.86,278.12,4,0.0127,345.93,669.08,17,0.0252,340.12,331.55,3,0.0076,344.33
August,16,12:30,178.22,3,0.0187,329.84,295.38,5,0.0175,348.07,677.84,19,0.0287,338.49,344.41,5,0.015,336.16
August,16,13:00,170.92,1,0.0075,328.94,312.88,8,0.024,353.58,664.66,15,0.0224,342.21,339.93,5,0.0142,345.76
August,16,13:30,166.66,1,0.0061,335.23,325.73,9,0.0266,344.78,666.8,24,0.0362,340.68,345.35,5,0.0142,340.26
August,16,14:00,160.83,1,0.0086,342.17,334.24,10,0.0309,353.66,665.39,21,0.0311,342.52,340.39,4,0.0104,337.77
August,16,14:30,164.78,2,0.0111,336.12,328.87,8,0.023,359.85,659.64,15,0.0223,337.57,350.79,7,0.0198,350.29
August,16,15:00,161.65,1,0.007,332.3,319.76,5,0.0144,350.06,622.84,7,0.0115,346.84,336.46,4,0.0104,330.95
August,16,15:30,162.67,1,0.0073,335.78,323.07,4,0.0134,343.61,605.85,7,0.0118,343.09,316.5,3,0.009,330.07
August,16,16:00,154.75,1,0.0069,356.55,319.39,3,0.0106,358.91,585.43,7,0.0128,343.26,306.02,3,0.0083,349.05
August,16,16:30,141.44,1,0.0065,317.14,296.51,3,0.01,365.82,542.96,6,0.0118,342.26,285.09,2,0.007,342.13
August,16,17:00,130.46,2,0.0128,338.03,289.29,3,0.0087,357.79,506.25,7,0.0136,344.05,264.72,2,0.008,340.49
August,16,17:30,113.12,1,0.0125,340.92,271.83,3,0.011,361.45,489.03,6,0.0124,340.38,253.09,2,0.0063,344.0
August,16,18:00,103.45,1,0.009,352.45,247.48,4,0.0164,370.58,463.04,7,0.0145,338.43,237.65,2,0.0067,343.98
August,16,18:30,88.96,1,0.0102,357.07,227.58,4,0.0154,358.43,421.29,7,0.0174,347.48,205.37,1,0.006,360.8
August,16,19:00,67.33,0,0.0067,339.23,199.71,3,0.0154,357.75,380.61,8,0.0219,337.23,197.19,1,0.0071,352.44
August,16,19:30,52.18,0,0.0092,368.02,179.15,2,0.0128,341.56,338.29,13,0.0377,334.95,176.0,1,0.0071,356.2
August,16,20:00,40.82,1,0.0134,317.63,154.65,5,0.0338,347.37,297.01,8,0.0284,342.94,144.27,1,0.0081,337.17
August,16,20:30,33.83,1,0.029,291.98,131.48,2,0.0156,326.75,251.67,6,0.023,335.96,133.96,1,0.0082,330.56
August,16,21:00,23.57,0,0.0177,309.21,107.17,2,0.0208,328.73,211.1,4,0.0202,337.62,114.27,1,0.0127,334.81
August,16,21:30,18.24,0,0.0207,308.93,93.7,1,0.0128,337.83,170.64,2,0.0141,338.61,93.36,1,0.0077,350.99
August,16,22:00,11.36,0,0.0,400.99,72.41,0,0.0,322.65,139.64,0,0.0,326.83,79.76,0,0.0,325.11
August,16,22:30,8.36,0,0.0,333.82,58.07,0,0.0,339.52,118.6,0,0.0,328.2,64.36,0,0.0,335.96
August,16,23:00,7.92,0,0.0,394.24,43.31,0,0.0,311.04,88.47,0,0.0,315.65,54.83,0,0.0,335.45
August,16,23:30,3.83,0,0.0,246.94,33.02,0,0.0,314.36,77.69,0,0.0,316.33,43.37,0,0.0,310.02
August,17,0:00,2.78,0,0.0,398.84,29.82,0,0.0,309.47,53.67,0,0.0,315.26,37.78,0,0.0,320.98
August,17,0:30,2.66,0,0.0,424.17,21.54,0,0.0,303.6,39.43,0,0.0,352.08,25.95,0,0.0,327.8
August,17,1:00,2.78,0,0.0,474.06,8.08,0,0.0,416.15,28.67,0,0.0,302.43,20.03,0,0.0,349.31
August,17,1:30,2.23,0,0.0,423.66,6.15,0,0.0,349.6,24.74,0,0.0,287.32,15.23,0,0.0,405.89
August,17,2:00,1.52,0,0.0,197.83,4.7,0,0.0,398.68,17.78,0,0.0,350.06,11.99,0,0.0,373.83
August,17,2:30,1.39,0,0.0,546.66,3.28,0,0.0,357.99,11.85,0,0.0,327.79,8.73,0,0.0,434.56
August,17,3:00,1.83,0,0.0,352.67,4.22,0,0.0,352.98,12.93,0,0.0,356.61,2.5,0,0.0,435.62
August,17,3:30,1.83,0,0.0,394.71,2.05,0,0.0,308.12,8.73,0,0.0,431.73,0.47,0,0.0,291.24
August,17,4:00,1.81,0,0.0,434.99,1.53,0,0.0,385.88,9.89,0,0.0,441.96,0.32,0,0.0,345.31
August,17,4:30,1.34,0,0.0,376.16,2.77,0,0.0,440.58,6.05,0,0.0,406.47,0.2,0,0.0,269.9
August,17,5:00,2.31,0,0.0,332.33,1.5,0,0.0,648.66,10.11,0,0.0,363.03,0.6,0,0.0,382.87
August,17,5:30,2.23,0,0.0,487.17,2.22,0,0.0,325.65,10.1,0,0.0,277.13,0.28,0,0.0,450.47
August,17,6:00,3.09,0,0.0,282.67,2.82,0,0.0,329.79,17.0,0,0.0,271.08,5.57,0,0.0,262.86
August,17,6:30,1.27,0,0.0,260.52,3.39,0,0.0,340.31,23.47,0,0.0,262.65,10.31,0,0.0,303.2
August,17,7:00,5.1,0,0.0033,315.99,6.59,0,0.0187,307.14,37.82,1,0.0292,286.03,17.29,0,0.0132,328.01
August,17,7:30,6.5,0,0.0139,386.69,9.75,1,0.0635,330.85,60.92,3,0.0426,267.32,31.5,1,0.0235,316.44
August,17,8:00,11.75,0,0.0065,271.86,19.16,1,0.0273,301.83,98.91,2,0.0249,286.07,48.09,1,0.0228,329.32
August,17,8:30,13.56,0,0.0046,310.74,26.26,1,0.0319,333.27,142.69,5,0.0327,297.9,65.91,1,0.0146,342.62
August,17,9:00,19.78,0,0.0033,296.56,64.04,2,0.0266,324.88,186.29,5,0.0264,309.24,97.21,3,0.0269,331.06
August,17,9:30,24.41,0,0.0041,325.56,79.0,1,0.0187,344.66,227.26,6,0.0269,304.9,113.64,2,0.0182,309.98
August,17,10:00,25.81,0,0.0033,308.46,98.75,3,0.0259,332.69,286.52,8,0.0297,305.5,133.17,4,0.0292,331.67
August,17,10:30,37.88,0,0.0033,297.58,112.82,4,0.0375,350.14,331.48,11,0.0322,316.47,163.5,9,0.0574,345.87
August,17,11:00,33.54,0,0.0043,321.22,120.62,4,0.0322,345.99,352.04,10,0.0292,332.24,174.16,5,0.0263,332.69
August,17,11:30,34.58,0,0.0033,322.8,141.99,5,0.0371,338.62,397.34,16,0.0407,333.02,189.61,4,0.0229,339.17
August,17,12:00,52.94,0,0.0047,314.99,160.14,5,0.0322,340.46,429.06,11,0.0264,325.88,207.0,5,0.0219,331.56
August,17,12:30,64.96,0,0.0063,325.67,183.25,9,0.0483,344.52,430.19,15,0.0357,324.27,209.11,4,0.0189,331.56
August,17,13:00,79.57,1,0.0092,331.98,204.61,7,0.032,330.08,447.57,21,0.0474,345.32,206.76,5,0.0254,339.43
August,17,13:30,80.53,0,0.0048,311.72,209.13,8,0.0371,335.49,446.1,30,0.0679,340.73,225.72,6,0.0252,343.05
August,17,14:00,84.7,0,0.0048,325.17,231.34,7,0.0322,345.63,451.83,18,0.0398,339.65,219.1,4,0.0198,341.77
August,17,14:30,88.59,1,0.0072,317.3,221.29,7,0.0297,347.61,444.99,13,0.0291,336.58,227.2,6,0.0252,332.52
August,17,15:00,83.32,0,0.0055,331.72,238.27,5,0.0217,344.11,456.1,12,0.0253,343.25,215.6,4,0.0178,345.03
August,17,15:30,88.5,1,0.01,311.95,251.29,7,0.0269,340.83,435.79,12,0.0264,342.68,231.82,7,0.0302,336.53
August,17,16:00,88.02,0,0.0033,317.97,241.88,7,0.0271,341.16,427.28,13,0.0306,340.06,207.29,4,0.0189,351.63
August,17,16:30,82.09,0,0.0036,302.52,227.93,6,0.0271,334.77,422.35,16,0.0389,346.09,212.93,6,0.027,344.23
August,17,17:00,69.81,0,0.0055,325.05,222.88,7,0.0305,345.35,391.73,11,0.0287,344.15,200.18,4,0.0177,349.62
August,17,17:30,67.78,0,0.0047,305.58,206.59,6,0.0308,345.68,373.53,9,0.025,333.28,193.06,3,0.0175,346.27
August,17,18:00,48.53,0,0.0042,333.17,194.48,6,0.029,343.03,325.38,8,0.0256,346.5,179.16,3,0.0189,339.52
August,17,18:30,40.69,0,0.0054,308.0,175.49,7,0.0386,342.94,302.58,9,0.0292,341.45,168.53,3,0.018,341.72
August,17,19:00,34.84,0,0.0041,314.73,155.4,6,0.0367,323.12,283.04,7,0.0264,343.46,153.66,2,0.0155,337.02
August,17,19:30,32.31,0,0.0052,291.08,144.98,4,0.0283,349.44,248.82,8,0.0304,343.0,153.76,3,0.0183,358.78
August,17,20:00,28.04,0,0.0093,314.24,121.33,3,0.0235,341.61,228.66,7,0.0295,338.25,135.29,3,0.0256,355.7
August,17,20:30,24.28,0,0.0092,322.73,109.65,3,0.0242,335.22,206.24,5,0.0244,331.28,120.91,2,0.0178,341.61
August,17,21:00,20.07,0,0.0129,310.55,96.82,2,0.0241,334.99,181.29,4,0.0231,328.03,96.12,3,0.0275,343.97
August,17,21:30,16.84,0,0.0052,343.9,86.81,3,0.0323,344.1,157.04,4,0.0252,323.19,87.13,1,0.014,350.07
August,17,22:00,16.1,0,0.0,302.04,69.18,0,0.0,347.11,130.42,0,0.0,334.43,77.44,0,0.0,352.54
August,17,22:30,13.93,0,0.0,304.2,53.5,0,0.0,328.36,116.43,0,0.0,328.19,65.69,0,0.0,348.94
August,17,23:00,8.4,0,0.0,367.76,44.11,0,0.0,281.79,90.96,0,0.0,325.55,52.4,0,0.0,350.56
August,17,23:30,7.26,0,0.0,313.9,37.01,0,0.0,302.44,75.01,0,0.0,318.61,48.84,0,0.0,366.47
August,18,0:00,3.4,0,0.0,446.09,18.62,0,0.0,342.21,50.95,0,0.0,305.22,29.78,0,0.0,301.41
August,18,0:30,2.4,0,0.0,291.35,16.04,0,0.0,318.5,40.35,0,0.0,294.74,21.89,0,0.0,320.58
August,18,1:00,2.31,0,0.0,323.66,7.89,0,0.0,392.24,30.67,0,0.0,297.87,15.02,0,0.0,331.03
August,18,1:30,0.88,0,0.0,311.96,5.11,0,0.0,447.27,21.4,0,0.0,314.41,13.12,0,0.0,343.32
August,18,2:00,1.64,0,0.0,387.63,5.06,0,0.0,286.69,14.28,0,0.0,277.64,7.76,0,0.0,303.72
August,18,2:30,1.51,0,0.0,522.43,4.59,0,0.0,346.53,13.44,0,0.0,331.02,7.92,0,0.0,326.35
August,18,3:00,0.37,0,0.0,396.61,2.5,0,0.0,320.88,11.17,0,0.0,304.91,5.14,0,0.0,383.8
August,18,3:30,1.2,0,0.0,247.21,0.67,0,0.0,313.22,8.62,0,0.0,284.52,4.44,0,0.0,262.05
August,18,4:00,0.89,0,0.0,287.79,2.12,0,0.0,316.95,9.82,0,0.0,305.39,3.87,0,0.0,285.72
August,18,4:30,1.4,0,0.0,174.51,1.99,0,0.0,271.79,8.41,0,0.0,293.01,5.12,0,0.0,203.47
August,18,5:00,1.12,0,0.0,276.32,1.57,0,0.0,342.33,10.2,0,0.0,301.23,4.57,0,0.0,332.76
August,18,5:30,0.98,0,0.0,297.04,3.52,0,0.0,385.58,13.47,0,0.0,262.44,4.38,0,0.0,306.6
August,18,6:00,1.28,0,0.0,239.63,2.98,0,0.0,248.88,22.94,0,0.0,247.36,11.88,0,0.0,231.49
August,18,6:30,2.65,0,0.0,193.97,5.72,0,0.0,347.25,40.98,0,0.0,277.53,18.37,0,0.0,244.18
August,18,7:00,5.92,0,0.0161,205.5,22.99,1,0.0491,280.11,74.89,2,0.0257,237.37,32.72,1,0.0293,266.95
